Model,Method,K (%),Image Idx,Label,Certified (%),Abstained (%),Certified-1 (%),Certified-0 (%),Radius
resnet18,RISE,25,389,5,1.24,98.76,0.00,1.24,0.1012
resnet18,RISE,25,390,3,28.66,71.34,0.00,28.66,0.1012
resnet18,RISE,25,396,5,1.11,98.89,0.00,1.11,0.1012
resnet18,RISE,25,398,7,0.81,99.19,0.00,0.81,0.1012
resnet18,RISE,25,406,5,0.32,99.68,0.00,0.32,0.1012
resnet18,RISE,25,410,5,0.41,99.59,0.00,0.41,0.1012
resnet18,RISE,25,411,5,0.80,99.20,0.00,0.80,0.1012
resnet18,RISE,25,415,5,0.63,99.37,0.00,0.63,0.1012
resnet18,RISE,25,418,7,1.23,98.77,0.00,1.23,0.1012
resnet18,RISE,25,420,4,3.55,96.45,0.00,3.55,0.1012
resnet18,RISE,25,423,5,0.48,99.52,0.00,0.48,0.1012
resnet18,RISE,25,424,5,0.50,99.50,0.00,0.50,0.1012
resnet18,RISE,5,3,7,92.93,7.07,0.00,92.93,0.1012
resnet18,RISE,5,5,7,93.67,6.33,0.00,93.67,0.1012
resnet18,RISE,5,7,5,93.83,6.17,0.00,93.83,0.1012
resnet18,RISE,5,11,7,92.30,7.70,0.00,92.30,0.1012
resnet18,RISE,5,15,5,93.02,6.98,0.00,93.02,0.1012
resnet18,RISE,5,2,6,91.55,8.45,0.00,91.55,0.1012
resnet18,RISE,5,5,0,93.50,6.50,0.00,93.50,0.1012
resnet18,RISE,5,6,5,93.67,6.33,0.00,93.67,0.1012
resnet18,RISE,5,8,5,92.71,7.29,0.00,92.71,0.1012
resnet18,RISE,5,15,5,93.15,6.85,0.00,93.15,0.1012
resnet18,RISE,5,22,1,92.32,7.68,0.00,92.32,0.1012
resnet18,RISE,5,24,5,93.59,6.41,0.00,93.59,0.1012
resnet18,RISE,5,29,7,91.81,8.19,0.00,91.81,0.1012
resnet18,RISE,5,30,5,93.64,6.36,0.00,93.64,0.1012
resnet18,RISE,5,35,7,92.10,7.90,0.00,92.10,0.1012
resnet18,RISE,5,36,7,92.40,7.60,0.00,92.40,0.1012
resnet18,RISE,5,44,5,92.09,7.91,0.00,92.09,0.1012
resnet18,RISE,5,51,5,93.31,6.69,0.00,93.31,0.1012
resnet18,RISE,5,63,5,93.76,6.24,0.00,93.76,0.1012
resnet18,RISE,5,69,5,92.26,7.74,0.00,92.26,0.1012
resnet18,RISE,5,74,2,91.29,8.71,0.00,91.29,0.1012
resnet18,RISE,5,78,1,93.42,6.58,0.00,93.42,0.1012
resnet18,RISE,5,80,7,92.64,7.36,0.00,92.64,0.1012
resnet18,RISE,5,84,0,92.98,7.02,0.00,92.98,0.1012
resnet18,RISE,5,89,4,91.18,8.82,0.00,91.18,0.1012
resnet18,RISE,5,93,7,92.80,7.20,0.00,92.80,0.1012
resnet18,RISE,5,94,7,92.42,7.58,0.00,92.42,0.1012
resnet18,RISE,5,95,7,92.88,7.12,0.00,92.88,0.1012
resnet18,RISE,5,96,5,93.07,6.93,0.00,93.07,0.1012
resnet18,RISE,5,97,7,92.53,7.47,0.00,92.53,0.1012
resnet18,RISE,5,101,7,92.72,7.28,0.00,92.72,0.1012
resnet18,RISE,5,106,3,85.95,14.05,0.00,85.95,0.1012
resnet18,RISE,5,115,5,93.30,6.70,0.00,93.30,0.1012
resnet18,RISE,5,120,5,93.71,6.29,0.00,93.71,0.1012
resnet18,RISE,5,125,2,93.36,6.64,0.00,93.36,0.1012
resnet18,RISE,5,128,7,93.35,6.65,0.00,93.35,0.1012
resnet18,RISE,5,129,5,92.86,7.14,0.00,92.86,0.1012
resnet18,RISE,5,130,5,91.96,8.04,0.00,91.96,0.1012
resnet18,RISE,5,133,2,90.61,9.39,0.00,90.61,0.1012
resnet18,RISE,5,135,5,94.31,5.69,0.00,94.31,0.1012
resnet18,RISE,5,142,5,93.75,6.25,0.00,93.75,0.1012
resnet18,RISE,5,148,5,93.15,6.85,0.00,93.15,0.1012
resnet18,RISE,5,152,7,92.09,7.91,0.00,92.09,0.1012
resnet18,RISE,5,153,0,93.49,6.51,0.00,93.49,0.1012
resnet18,RISE,5,158,2,92.54,7.46,0.00,92.54,0.1012
resnet18,RISE,5,161,5,93.88,6.12,0.00,93.88,0.1012
resnet18,RISE,5,162,6,90.54,9.46,0.00,90.54,0.1012
resnet18,RISE,5,163,5,93.36,6.64,0.00,93.36,0.1012
resnet18,RISE,5,165,5,92.83,7.17,0.00,92.83,0.1012
resnet18,RISE,5,168,7,93.17,6.83,0.00,93.17,0.1012
resnet18,RISE,5,169,4,91.93,8.07,0.00,91.93,0.1012
resnet18,RISE,5,170,4,88.98,11.02,0.00,88.98,0.1012
resnet18,RISE,5,174,6,89.51,10.49,0.00,89.51,0.1012
resnet18,RISE,5,180,4,86.84,13.16,0.00,86.84,0.1012
resnet18,RISE,5,185,5,93.11,6.89,0.00,93.11,0.1012
resnet18,RISE,5,186,3,89.72,10.28,0.00,89.72,0.1012
resnet18,RISE,5,194,5,93.96,6.04,0.00,93.96,0.1012
resnet18,RISE,5,203,7,92.13,7.87,0.00,92.13,0.1012
resnet18,RISE,5,220,4,92.78,7.22,0.00,92.78,0.1012
resnet18,RISE,5,229,2,92.59,7.41,0.00,92.59,0.1012
resnet18,RISE,5,230,5,93.40,6.60,0.00,93.40,0.1012
resnet18,RISE,5,249,7,92.61,7.39,0.00,92.61,0.1012
resnet18,RISE,5,253,5,93.42,6.58,0.00,93.42,0.1012
resnet18,RISE,5,255,5,92.98,7.02,0.00,92.98,0.1012
resnet18,RISE,5,258,5,93.01,6.99,0.00,93.01,0.1012
resnet18,RISE,5,259,5,92.96,7.04,0.00,92.96,0.1012
resnet18,RISE,5,268,5,93.61,6.39,0.00,93.61,0.1012
resnet18,RISE,5,270,7,92.64,7.36,0.00,92.64,0.1012
resnet18,RISE,5,271,7,93.20,6.80,0.00,93.20,0.1012
resnet18,RISE,5,279,2,92.61,7.39,0.00,92.61,0.1012
resnet18,RISE,5,287,5,93.04,6.96,0.00,93.04,0.1012
resnet18,RISE,5,290,5,92.37,7.63,0.00,92.37,0.1012
resnet18,RISE,5,296,5,93.94,6.06,0.00,93.94,0.1012
resnet18,RISE,5,299,2,90.10,9.90,0.00,90.10,0.1012
resnet18,RISE,5,303,1,93.53,6.47,0.00,93.53,0.1012
resnet18,RISE,5,317,5,93.48,6.52,0.00,93.48,0.1012
resnet18,RISE,5,322,5,93.85,6.15,0.00,93.85,0.1012
resnet18,RISE,5,336,7,93.41,6.59,0.00,93.41,0.1012
resnet18,RISE,5,337,7,93.91,6.09,0.00,93.91,0.1012
resnet18,RISE,5,339,5,93.49,6.51,0.00,93.49,0.1012
resnet18,RISE,5,340,2,93.43,6.57,0.00,93.43,0.1012
resnet18,RISE,5,344,5,93.22,6.78,0.00,93.22,0.1012
resnet18,RISE,5,345,5,93.27,6.73,0.00,93.27,0.1012
resnet18,RISE,5,353,7,93.27,6.73,0.00,93.27,0.1012
resnet18,RISE,5,354,7,92.84,7.16,0.00,92.84,0.1012
resnet18,RISE,5,357,5,93.67,6.33,0.00,93.67,0.1012
resnet18,RISE,5,361,2,89.34,10.66,0.00,89.34,0.1012
resnet18,RISE,5,363,4,87.35,12.65,0.00,87.35,0.1012
resnet18,RISE,5,365,2,92.74,7.26,0.00,92.74,0.1012
resnet18,RISE,5,367,2,91.40,8.60,0.00,91.40,0.1012
resnet18,RISE,5,368,7,92.64,7.36,0.00,92.64,0.1012
resnet18,RISE,5,371,7,92.91,7.09,0.00,92.91,0.1012
resnet18,RISE,5,378,5,93.09,6.91,0.00,93.09,0.1012
resnet18,RISE,5,389,5,93.61,6.39,0.00,93.61,0.1012
resnet18,RISE,5,390,3,85.36,14.64,0.00,85.36,0.1012
resnet18,RISE,5,396,5,93.22,6.78,0.00,93.22,0.1012
resnet18,RISE,5,398,7,93.43,6.57,0.00,93.43,0.1012
resnet18,RISE,5,406,5,93.13,6.87,0.00,93.13,0.1012
resnet18,RISE,5,410,5,93.49,6.51,0.00,93.49,0.1012
resnet18,RISE,5,411,5,93.12,6.88,0.00,93.12,0.1012
resnet18,RISE,5,415,5,93.54,6.46,0.00,93.54,0.1012
resnet18,RISE,5,418,7,92.17,7.83,0.00,92.17,0.1012
resnet18,RISE,5,420,4,91.71,8.29,0.00,91.71,0.1012
resnet18,RISE,5,423,5,93.96,6.04,0.00,93.96,0.1012
resnet18,RISE,5,424,5,93.00,7.00,0.00,93.00,0.1012
resnet18,Occlusion,50,3,7,32.96,67.04,15.24,17.72,0.1012
resnet18,Occlusion,50,5,7,25.06,74.94,11.75,13.31,0.1012
resnet18,Occlusion,50,7,5,28.31,71.69,16.74,11.56,0.1012
resnet18,Occlusion,50,11,7,40.11,59.89,21.50,18.62,0.1012
resnet18,Occlusion,50,15,5,42.90,57.10,23.79,19.11,0.1012
resnet18,Occlusion,50,2,6,33.63,66.37,15.08,18.54,0.1012
resnet18,Occlusion,50,5,0,31.40,68.60,15.09,16.31,0.1012
resnet18,Occlusion,50,6,5,38.31,61.69,19.68,18.63,0.1012
resnet18,Occlusion,50,8,5,36.87,63.13,19.99,16.88,0.1012
resnet18,Occlusion,50,15,5,60.10,39.90,30.75,29.36,0.1012
resnet18,Occlusion,50,22,1,51.89,48.11,26.42,25.47,0.1012
resnet18,Occlusion,50,24,5,31.73,68.27,17.63,14.11,0.1012
resnet18,Occlusion,50,29,7,29.90,70.10,15.12,14.79,0.1012
resnet18,Occlusion,50,30,5,19.06,80.94,11.72,7.34,0.1012
resnet18,Occlusion,50,35,7,29.36,70.64,14.90,14.47,0.1012
resnet18,Occlusion,50,36,7,34.31,65.69,17.71,16.59,0.1012
resnet18,Occlusion,50,44,5,41.83,58.17,23.63,18.19,0.1012
resnet18,Occlusion,50,51,5,40.85,59.15,21.00,19.85,0.1012
resnet18,Occlusion,50,63,5,32.33,67.67,16.53,15.80,0.1012
resnet18,Occlusion,50,69,5,42.18,57.82,22.81,19.37,0.1012
resnet18,Occlusion,50,74,2,35.81,64.19,17.75,18.06,0.1012
resnet18,Occlusion,50,78,1,28.36,71.64,14.18,14.18,0.1012
resnet18,Occlusion,50,80,7,27.31,72.69,13.06,14.25,0.1012
resnet18,Occlusion,50,84,0,29.93,70.07,15.71,14.22,0.1012
resnet18,Occlusion,50,89,4,27.32,72.68,14.49,12.83,0.1012
resnet18,Occlusion,50,93,7,25.55,74.45,13.77,11.78,0.1012
resnet18,Occlusion,50,94,7,39.16,60.84,21.21,17.95,0.1012
resnet18,Occlusion,50,95,7,28.50,71.50,13.08,15.42,0.1012
resnet18,Occlusion,50,96,5,35.82,64.18,19.38,16.44,0.1012
resnet18,Occlusion,50,97,7,30.78,69.22,13.33,17.45,0.1012
resnet18,Occlusion,50,101,7,29.66,70.34,14.97,14.69,0.1012
resnet18,Occlusion,50,106,3,25.64,74.36,13.61,12.03,0.1012
resnet18,Occlusion,50,115,5,34.38,65.62,17.61,16.77,0.1012
resnet18,Occlusion,50,120,5,45.32,54.68,24.33,21.00,0.1012
resnet18,Occlusion,50,125,2,38.04,61.96,18.24,19.80,0.1012
resnet18,Occlusion,50,128,7,34.63,65.37,18.26,16.36,0.1012
resnet18,Occlusion,50,129,5,56.23,43.77,28.21,28.02,0.1012
resnet18,Occlusion,50,130,5,36.37,63.63,20.65,15.73,0.1012
resnet18,Occlusion,50,133,2,27.00,73.00,13.61,13.39,0.1012
resnet18,Occlusion,50,135,5,29.45,70.55,15.83,13.62,0.1012
resnet18,Occlusion,50,142,5,30.79,69.21,15.61,15.19,0.1012
resnet18,Occlusion,50,148,5,20.06,79.94,11.37,8.69,0.1012
resnet18,Occlusion,50,152,7,31.00,69.00,15.32,15.68,0.1012
resnet18,Occlusion,50,153,0,50.18,49.82,26.14,24.04,0.1012
resnet18,Occlusion,50,158,2,36.87,63.13,19.51,17.36,0.1012
resnet18,Occlusion,50,161,5,22.69,77.31,12.97,9.72,0.1012
resnet18,Occlusion,50,162,6,24.16,75.84,10.45,13.71,0.1012
resnet18,Occlusion,50,163,5,30.67,69.33,15.45,15.22,0.1012
resnet18,Occlusion,50,165,5,43.59,56.41,22.98,20.61,0.1012
resnet18,Occlusion,50,168,7,23.97,76.03,11.83,12.13,0.1012
resnet18,Occlusion,50,169,4,24.65,75.35,11.44,13.21,0.1012
resnet18,Occlusion,50,170,4,30.83,69.17,14.75,16.08,0.1012
resnet18,Occlusion,50,174,6,57.32,42.68,28.85,28.46,0.1012
resnet18,Occlusion,50,180,4,46.02,53.98,21.77,24.25,0.1012
resnet18,Occlusion,50,185,5,33.64,66.36,17.22,16.42,0.1012
resnet18,Occlusion,50,186,3,44.58,55.42,22.99,21.59,0.1012
resnet18,Occlusion,50,194,5,29.16,70.84,14.74,14.41,0.1012
resnet18,Occlusion,50,203,7,46.24,53.76,23.78,22.46,0.1012
resnet18,Occlusion,50,220,4,34.05,65.95,18.15,15.90,0.1012
resnet18,Occlusion,50,229,2,29.86,70.14,15.99,13.87,0.1012
resnet18,Occlusion,50,230,5,24.97,75.03,12.80,12.18,0.1012
resnet18,Occlusion,50,249,7,33.56,66.44,17.34,16.22,0.1012
resnet18,Occlusion,50,253,5,52.90,47.10,27.09,25.81,0.1012
resnet18,Occlusion,50,255,5,40.42,59.58,22.02,18.40,0.1012
resnet18,Occlusion,50,258,5,28.49,71.51,15.20,13.29,0.1012
resnet18,Occlusion,50,259,5,48.62,51.38,24.95,23.67,0.1012
resnet18,Occlusion,50,268,5,28.90,71.10,17.49,11.41,0.1012
resnet18,Occlusion,50,270,7,53.07,46.93,27.20,25.87,0.1012
resnet18,Occlusion,50,271,7,24.19,75.81,10.92,13.28,0.1012
resnet18,Occlusion,50,279,2,22.10,77.90,11.91,10.19,0.1012
resnet18,Occlusion,50,287,5,31.68,68.32,17.51,14.17,0.1012
resnet18,Occlusion,50,290,5,44.13,55.87,24.13,20.00,0.1012
resnet18,Occlusion,50,296,5,18.38,81.62,9.38,9.00,0.1012
resnet18,Occlusion,50,299,2,60.00,40.00,30.20,29.80,0.1012
resnet18,Occlusion,50,303,1,21.84,78.16,11.60,10.24,0.1012
resnet18,Occlusion,50,317,5,36.31,63.69,21.64,14.67,0.1012
resnet18,Occlusion,50,322,5,28.19,71.81,16.62,11.57,0.1012
resnet18,Occlusion,50,336,7,25.01,74.99,11.77,13.24,0.1012
resnet18,Occlusion,50,337,7,26.22,73.78,12.33,13.89,0.1012
resnet18,Occlusion,50,339,5,21.66,78.34,12.05,9.61,0.1012
resnet18,Occlusion,50,340,2,27.91,72.09,14.22,13.69,0.1012
resnet18,Occlusion,50,344,5,49.06,50.94,25.39,23.67,0.1012
resnet18,Occlusion,50,345,5,43.29,56.71,24.90,18.39,0.1012
resnet18,Occlusion,50,353,7,32.22,67.78,14.93,17.29,0.1012
resnet18,Occlusion,50,354,7,62.29,37.71,31.72,30.56,0.1012
resnet18,Occlusion,50,357,5,43.28,56.72,23.89,19.39,0.1012
resnet18,Occlusion,50,361,2,15.85,84.15,9.17,6.68,0.1012
resnet18,Occlusion,50,363,4,47.31,52.69,22.39,24.92,0.1012
resnet18,Occlusion,50,365,2,17.88,82.12,9.14,8.74,0.1012
resnet18,Occlusion,50,367,2,20.64,79.36,12.10,8.54,0.1012
resnet18,Occlusion,50,368,7,30.56,69.44,15.53,15.02,0.1012
resnet18,Occlusion,50,371,7,20.22,79.78,8.10,12.11,0.1012
resnet18,Occlusion,50,378,5,27.34,72.66,15.26,12.08,0.1012
resnet18,Occlusion,50,389,5,20.46,79.54,12.26,8.20,0.1012
resnet18,Occlusion,50,390,3,27.32,72.68,13.36,13.96,0.1012
resnet18,Occlusion,50,396,5,47.86,52.14,25.08,22.78,0.1012
resnet18,Occlusion,50,398,7,17.82,82.18,7.83,9.99,0.1012
resnet18,Occlusion,50,406,5,25.29,74.71,13.03,12.26,0.1012
resnet18,Occlusion,50,410,5,34.17,65.83,19.38,14.79,0.1012
resnet18,Occlusion,50,411,5,45.40,54.60,25.24,20.17,0.1012
resnet18,Occlusion,50,415,5,31.33,68.67,17.37,13.96,0.1012
resnet18,Occlusion,50,418,7,41.38,58.62,22.37,19.01,0.1012
resnet18,Occlusion,50,420,4,29.09,70.91,14.73,14.36,0.1012
resnet18,Occlusion,50,423,5,42.47,57.53,23.39,19.08,0.1012
resnet18,Occlusion,50,424,5,33.81,66.19,18.29,15.51,0.1012
resnet18,Occlusion,25,3,7,49.49,50.51,3.11,46.38,0.1012
resnet18,Occlusion,25,5,7,56.09,43.91,5.78,50.30,0.1012
resnet18,Occlusion,25,7,5,71.70,28.30,13.85,57.85,0.1012
resnet18,Occlusion,25,11,7,70.07,29.93,11.11,58.96,0.1012
resnet18,Occlusion,25,2,6,55.12,44.88,4.86,50.26,0.1012
resnet18,Occlusion,25,5,0,49.54,50.46,3.34,46.20,0.1012
resnet18,Occlusion,25,6,5,55.11,44.89,5.39,49.72,0.1012
resnet18,Occlusion,25,8,5,61.93,38.07,7.66,54.27,0.1012
resnet18,Occlusion,25,15,5,74.78,25.22,13.54,61.23,0.1012
resnet18,Occlusion,25,22,1,66.81,33.19,8.93,57.87,0.1012
resnet18,Occlusion,25,24,5,50.23,49.77,4.72,45.50,0.1012
resnet18,Occlusion,25,29,7,52.78,47.22,4.95,47.82,0.1012
resnet18,Occlusion,25,30,5,39.28,60.72,1.99,37.29,0.1012
resnet18,Occlusion,25,35,7,55.11,44.89,5.80,49.31,0.1012
resnet18,Occlusion,25,36,7,63.95,36.05,9.21,54.74,0.1012
resnet18,Occlusion,25,44,5,59.90,40.10,6.47,53.43,0.1012
resnet18,Occlusion,25,51,5,63.09,36.91,8.06,55.03,0.1012
resnet18,Occlusion,25,63,5,58.57,41.43,7.29,51.28,0.1012
resnet18,Occlusion,25,69,5,68.45,31.55,10.20,58.25,0.1012
resnet18,Occlusion,25,74,2,60.35,39.65,7.55,52.80,0.1012
resnet18,Occlusion,25,78,1,49.49,50.51,2.56,46.93,0.1012
resnet18,Occlusion,25,80,7,52.89,47.11,6.03,46.86,0.1012
resnet18,Occlusion,25,84,0,49.48,50.52,3.70,45.78,0.1012
resnet18,Occlusion,25,89,4,57.23,42.77,7.06,50.17,0.1012
resnet18,Occlusion,25,93,7,53.15,46.85,3.89,49.25,0.1012
resnet18,Occlusion,25,94,7,69.43,30.57,10.84,58.59,0.1012
resnet18,Occlusion,25,95,7,48.05,51.95,3.79,44.26,0.1012
resnet18,Occlusion,25,96,5,60.51,39.49,7.55,52.96,0.1012
resnet18,Occlusion,25,97,7,53.27,46.73,4.01,49.27,0.1012
resnet18,Occlusion,25,101,7,61.65,38.35,9.72,51.94,0.1012
resnet18,Occlusion,25,106,3,53.40,46.60,6.45,46.95,0.1012
resnet18,Occlusion,25,115,5,45.51,54.49,2.70,42.81,0.1012
resnet18,Occlusion,25,120,5,70.26,29.74,12.14,58.12,0.1012
resnet18,Occlusion,25,125,2,50.00,50.00,3.10,46.90,0.1012
resnet18,Occlusion,25,128,7,56.41,43.59,6.51,49.90,0.1012
resnet18,Occlusion,25,129,5,67.00,33.00,9.53,57.47,0.1012
resnet18,Occlusion,25,130,5,50.52,49.48,4.48,46.04,0.1012
resnet18,Occlusion,25,133,2,48.54,51.46,2.94,45.60,0.1012
resnet18,Occlusion,25,135,5,62.31,37.69,10.08,52.23,0.1012
resnet18,Occlusion,25,142,5,51.39,48.61,3.93,47.46,0.1012
resnet18,Occlusion,25,148,5,38.19,61.81,1.18,37.01,0.1012
resnet18,Occlusion,25,152,7,59.64,40.36,8.10,51.54,0.1012
resnet18,Occlusion,25,153,0,67.77,32.23,10.01,57.76,0.1012
resnet18,Occlusion,25,158,2,58.59,41.41,6.60,51.99,0.1012
resnet18,Occlusion,25,161,5,41.01,58.99,1.80,39.21,0.1012
resnet18,Occlusion,25,162,6,48.61,51.39,2.91,45.71,0.1012
resnet18,Occlusion,25,163,5,47.57,52.43,3.35,44.22,0.1012
resnet18,Occlusion,25,165,5,69.12,30.88,11.18,57.93,0.1012
resnet18,Occlusion,25,168,7,47.16,52.84,3.09,44.08,0.1012
resnet18,Occlusion,25,169,4,50.81,49.19,4.44,46.36,0.1012
resnet18,Occlusion,25,170,4,50.08,49.92,3.26,46.82,0.1012
resnet18,Occlusion,25,174,6,80.06,19.94,15.39,64.66,0.1012
resnet18,Occlusion,25,180,4,63.23,36.77,8.14,55.09,0.1012
resnet18,Occlusion,25,185,5,59.62,40.38,7.58,52.03,0.1012
resnet18,Occlusion,25,186,3,64.72,35.28,8.94,55.78,0.1012
resnet18,Occlusion,25,194,5,40.91,59.09,1.34,39.57,0.1012
resnet18,Occlusion,25,203,7,65.83,34.17,9.21,56.61,0.1012
resnet18,Occlusion,25,220,4,56.69,43.31,6.31,50.38,0.1012
resnet18,Occlusion,25,229,2,49.02,50.98,3.69,45.32,0.1012
resnet18,Occlusion,25,230,5,52.64,47.36,5.34,47.31,0.1012
resnet18,Occlusion,25,249,7,64.05,35.95,9.98,54.08,0.1012
resnet18,Occlusion,25,253,5,62.49,37.51,8.48,54.00,0.1012
resnet18,Occlusion,25,255,5,54.69,45.31,6.40,48.29,0.1012
resnet18,Occlusion,25,258,5,51.97,48.03,4.71,47.26,0.1012
resnet18,Occlusion,25,259,5,70.17,29.83,10.77,59.40,0.1012
resnet18,Occlusion,25,268,5,43.18,56.82,3.56,39.62,0.1012
resnet18,Occlusion,25,270,7,61.10,38.90,7.87,53.23,0.1012
resnet18,Occlusion,25,271,7,49.80,50.20,3.58,46.23,0.1012
resnet18,Occlusion,25,279,2,46.98,53.02,2.82,44.16,0.1012
resnet18,Occlusion,25,287,5,52.21,47.79,5.27,46.94,0.1012
resnet18,Occlusion,25,290,5,60.63,39.37,8.32,52.31,0.1012
resnet18,Occlusion,25,296,5,48.75,51.25,4.31,44.44,0.1012
resnet18,Occlusion,25,299,2,65.59,34.41,9.61,55.97,0.1012
resnet18,Occlusion,25,303,1,44.96,55.04,2.32,42.64,0.1012
resnet18,Occlusion,25,317,5,62.90,37.10,9.99,52.91,0.1012
resnet18,Occlusion,25,322,5,71.09,28.91,13.87,57.22,0.1012
resnet18,Occlusion,25,336,7,48.59,51.41,3.62,44.97,0.1012
resnet18,Occlusion,25,337,7,56.98,43.02,5.89,51.08,0.1012
resnet18,Occlusion,25,339,5,50.04,49.96,4.04,46.00,0.1012
resnet18,Occlusion,25,340,2,47.52,52.48,3.52,44.00,0.1012
resnet18,Occlusion,25,344,5,74.65,25.35,13.61,61.04,0.1012
resnet18,Occlusion,25,345,5,60.15,39.85,8.35,51.81,0.1012
resnet18,Occlusion,25,353,7,51.70,48.30,3.69,48.01,0.1012
resnet18,Occlusion,25,354,7,67.98,32.02,10.10,57.87,0.1012
resnet18,Occlusion,25,357,5,66.92,33.08,9.95,56.98,0.1012
resnet18,Occlusion,25,361,2,42.60,57.40,2.04,40.56,0.1012
resnet18,Occlusion,25,363,4,59.55,40.45,6.60,52.95,0.1012
resnet18,Occlusion,25,365,2,38.48,61.52,1.41,37.08,0.1012
resnet18,Occlusion,25,367,2,44.05,55.95,2.55,41.50,0.1012
resnet18,Occlusion,25,368,7,56.21,43.79,6.58,49.63,0.1012
resnet18,Occlusion,25,371,7,48.94,51.06,5.21,43.73,0.1012
resnet18,Occlusion,25,378,5,49.98,50.02,4.33,45.65,0.1012
resnet18,Occlusion,25,389,5,45.20,54.80,4.43,40.78,0.1012
resnet18,Occlusion,25,390,3,46.07,53.93,2.90,43.16,0.1012
resnet18,Occlusion,25,396,5,67.15,32.85,10.03,57.12,0.1012
resnet18,Occlusion,25,398,7,45.44,54.56,3.40,42.04,0.1012
resnet18,Occlusion,25,406,5,47.13,52.87,3.54,43.59,0.1012
resnet18,Occlusion,25,410,5,48.70,51.30,5.65,43.05,0.1012
resnet18,Occlusion,25,411,5,60.40,39.60,8.00,52.40,0.1012
resnet18,Occlusion,25,415,5,52.77,47.23,5.31,47.46,0.1012
resnet18,Occlusion,25,418,7,73.20,26.80,11.39,61.81,0.1012
resnet18,Occlusion,25,420,4,58.07,41.93,5.63,52.44,0.1012
resnet18,Occlusion,25,423,5,50.39,49.61,4.20,46.20,0.1012
resnet18,Occlusion,25,424,5,55.82,44.18,6.53,49.29,0.1012
resnet18,Occlusion,5,3,7,88.33,11.67,0.45,87.89,0.1012
resnet18,Occlusion,5,5,7,94.23,5.77,2.37,91.86,0.1012
resnet18,Occlusion,5,7,5,95.24,4.76,2.41,92.83,0.1012
resnet18,Occlusion,5,11,7,88.95,11.05,0.46,88.50,0.1012
resnet18,Occlusion,5,2,6,87.94,12.06,0.32,87.62,0.1012
resnet18,Occlusion,5,5,0,87.47,12.53,0.23,87.24,0.1012
resnet18,Occlusion,5,6,5,90.14,9.86,0.54,89.60,0.1012
resnet18,Occlusion,5,8,5,89.79,10.21,0.30,89.49,0.1012
resnet18,Occlusion,5,15,5,95.52,4.48,2.74,92.78,0.1012
resnet18,Occlusion,5,22,1,89.21,10.79,0.62,88.60,0.1012
resnet18,Occlusion,5,24,5,89.56,10.44,0.46,89.10,0.1012
resnet18,Occlusion,5,29,7,95.55,4.45,2.83,92.71,0.1012
resnet18,Occlusion,5,30,5,88.71,11.29,0.19,88.52,0.1012
resnet18,Occlusion,5,35,7,92.22,7.78,1.32,90.90,0.1012
resnet18,Occlusion,5,36,7,92.19,7.81,1.49,90.70,0.1012
resnet18,Occlusion,5,44,5,90.91,9.09,0.74,90.17,0.1012
resnet18,Occlusion,5,51,5,88.61,11.39,0.22,88.38,0.1012
resnet18,Occlusion,5,63,5,94.30,5.70,2.19,92.10,0.1012
resnet18,Occlusion,5,69,5,91.64,8.36,0.94,90.69,0.1012
resnet18,Occlusion,5,74,2,90.30,9.70,0.98,89.32,0.1012
resnet18,Occlusion,5,78,1,87.79,12.21,0.28,87.51,0.1012
resnet18,Occlusion,5,80,7,95.62,4.38,2.84,92.78,0.1012
resnet18,Occlusion,5,84,0,87.02,12.98,0.02,87.00,0.1012
resnet18,Occlusion,5,89,4,91.41,8.59,1.23,90.18,0.1012
resnet18,Occlusion,5,93,7,91.15,8.85,0.79,90.36,0.1012
resnet18,Occlusion,5,94,7,88.77,11.23,0.49,88.28,0.1012
resnet18,Occlusion,5,95,7,90.07,9.93,0.67,89.41,0.1012
resnet18,Occlusion,5,96,5,90.94,9.06,1.05,89.90,0.1012
resnet18,Occlusion,5,97,7,92.10,7.90,1.49,90.61,0.1012
resnet18,Occlusion,5,101,7,94.01,5.99,2.17,91.84,0.1012
resnet18,Occlusion,5,106,3,90.40,9.60,0.45,89.95,0.1012
resnet18,Occlusion,5,115,5,86.79,13.21,0.06,86.73,0.1012
resnet18,Occlusion,5,120,5,91.82,8.18,1.18,90.63,0.1012
resnet18,Occlusion,5,125,2,88.13,11.87,0.41,87.72,0.1012
resnet18,Occlusion,5,128,7,95.39,4.61,2.69,92.71,0.1012
resnet18,Occlusion,5,129,5,92.68,7.32,1.71,90.98,0.1012
resnet18,Occlusion,5,130,5,88.33,11.67,0.36,87.97,0.1012
resnet18,Occlusion,5,133,2,87.81,12.19,0.21,87.61,0.1012
resnet18,Occlusion,5,135,5,91.20,8.80,0.93,90.27,0.1012
resnet18,Occlusion,5,142,5,88.96,11.04,0.54,88.42,0.1012
resnet18,Occlusion,5,148,5,87.46,12.54,0.07,87.38,0.1012
resnet18,Occlusion,5,152,7,94.16,5.84,2.32,91.83,0.1012
resnet18,Occlusion,5,153,0,92.33,7.67,1.59,90.74,0.1012
resnet18,Occlusion,5,158,2,91.10,8.90,1.29,89.81,0.1012
resnet18,Occlusion,5,161,5,87.94,12.06,0.12,87.81,0.1012
resnet18,Occlusion,5,162,6,87.99,12.01,0.18,87.81,0.1012
resnet18,Occlusion,5,163,5,87.47,12.53,0.12,87.35,0.1012
