Model,Method,K (%),Image Idx,Label,Certified (%),Abstained (%),Certified-1 (%),Certified-0 (%),Radius
resnet18,GradCAM,50,3,7,43.24,56.76,26.08,17.16,0.1012
resnet18,GradCAM,50,5,7,59.33,40.67,28.75,30.58,0.1012
resnet18,GradCAM,50,7,5,66.06,33.94,32.36,33.70,0.1012
resnet18,GradCAM,50,11,7,59.76,40.24,27.68,32.08,0.1012
resnet18,GradCAM,50,15,5,81.17,18.83,40.46,40.71,0.1012
resnet18,GradCAM,50,2,6,100.00,0.00,100.00,0.00,0.1012
resnet18,GradCAM,50,5,0,100.00,0.00,100.00,0.00,0.1012
resnet18,GradCAM,50,6,5,85.46,14.54,42.75,42.71,0.1012
resnet18,GradCAM,50,8,5,85.99,14.01,43.04,42.94,0.1012
resnet18,GradCAM,50,15,5,76.92,23.08,39.16,37.76,0.1012
resnet18,GradCAM,50,22,1,100.00,0.00,100.00,0.00,0.1012
resnet18,GradCAM,50,24,5,81.51,18.49,40.27,41.24,0.1012
resnet18,GradCAM,50,29,7,12.37,87.63,6.93,5.44,0.1012
resnet18,GradCAM,50,30,5,79.97,20.03,40.06,39.91,0.1012
resnet18,GradCAM,50,35,7,30.27,69.73,14.57,15.69,0.1012
resnet18,GradCAM,50,36,7,39.25,60.75,17.93,21.31,0.1012
resnet18,GradCAM,50,44,5,80.15,19.85,40.21,39.95,0.1012
resnet18,GradCAM,50,51,5,80.10,19.90,39.97,40.14,0.1012
resnet18,GradCAM,50,63,5,85.73,14.27,43.09,42.64,0.1012
resnet18,GradCAM,50,69,5,80.63,19.37,40.20,40.43,0.1012
resnet18,GradCAM,50,74,2,76.40,23.60,38.08,38.32,0.1012
resnet18,GradCAM,50,78,1,100.00,0.00,100.00,0.00,0.1012
resnet18,GradCAM,50,80,7,23.00,77.00,7.97,15.03,0.1012
resnet18,GradCAM,50,84,0,100.00,0.00,100.00,0.00,0.1012
resnet18,GradCAM,50,89,4,67.60,32.40,36.37,31.23,0.1012
resnet18,GradCAM,50,93,7,60.85,39.15,29.96,30.90,0.1012
resnet18,GradCAM,50,94,7,55.13,44.87,23.16,31.97,0.1012
resnet18,GradCAM,50,95,7,78.18,21.82,38.64,39.55,0.1012
resnet18,GradCAM,50,96,5,84.66,15.34,42.27,42.39,0.1012
resnet18,GradCAM,50,97,7,56.61,43.39,27.68,28.93,0.1012
resnet18,GradCAM,50,101,7,58.68,41.32,29.86,28.81,0.1012
resnet18,GradCAM,50,106,3,100.00,0.00,100.00,0.00,0.1012
resnet18,GradCAM,50,115,5,86.57,13.43,43.40,43.17,0.1012
resnet18,GradCAM,50,120,5,81.76,18.24,40.52,41.24,0.1012
resnet18,GradCAM,50,125,2,72.37,27.63,36.69,35.68,0.1012
resnet18,GradCAM,50,128,7,44.73,55.27,22.53,22.20,0.1012
resnet18,GradCAM,50,129,5,89.02,10.98,44.35,44.67,0.1012
resnet18,GradCAM,50,130,5,87.40,12.60,43.52,43.88,0.1012
resnet18,GradCAM,50,133,2,81.51,18.49,40.48,41.03,0.1012
resnet18,GradCAM,50,135,5,75.95,24.05,38.19,37.76,0.1012
resnet18,GradCAM,50,142,5,83.61,16.39,41.83,41.78,0.1012
resnet18,GradCAM,50,148,5,80.20,19.80,40.49,39.71,0.1012
resnet18,GradCAM,50,152,7,69.53,30.47,34.82,34.71,0.1012
resnet18,GradCAM,50,153,0,100.00,0.00,100.00,0.00,0.1012
resnet18,GradCAM,50,158,2,71.73,28.27,36.33,35.40,0.1012
resnet18,GradCAM,50,161,5,83.27,16.73,41.51,41.76,0.1012
resnet18,GradCAM,50,162,6,100.00,0.00,100.00,0.00,0.1012
resnet18,GradCAM,50,163,5,86.80,13.20,43.22,43.58,0.1012
resnet18,GradCAM,50,165,5,80.59,19.41,40.31,40.28,0.1012
resnet18,GradCAM,50,168,7,71.05,28.95,35.83,35.22,0.1012
resnet18,GradCAM,50,169,4,69.21,30.79,34.91,34.30,0.1012
resnet18,GradCAM,50,170,4,58.93,41.07,33.10,25.84,0.1012
resnet18,GradCAM,50,174,6,100.00,0.00,100.00,0.00,0.1012
resnet18,GradCAM,50,180,4,33.14,66.86,33.14,0.00,0.1012
resnet18,GradCAM,50,185,5,84.03,15.97,42.38,41.65,0.1012
resnet18,GradCAM,50,186,3,100.00,0.00,100.00,0.00,0.1012
resnet18,GradCAM,50,194,5,83.43,16.57,41.61,41.81,0.1012
resnet18,GradCAM,50,203,7,35.14,64.86,17.63,17.51,0.1012
resnet18,GradCAM,50,220,4,47.23,52.77,22.10,25.14,0.1012
resnet18,GradCAM,50,229,2,86.72,13.28,43.45,43.27,0.1012
resnet18,GradCAM,50,230,5,86.01,13.99,43.12,42.89,0.1012
resnet18,GradCAM,50,249,7,37.59,62.41,27.38,10.21,0.1012
resnet18,GradCAM,50,253,5,77.83,22.17,39.01,38.82,0.1012
resnet18,GradCAM,50,255,5,81.89,18.11,40.98,40.90,0.1012
resnet18,GradCAM,50,258,5,85.95,14.05,42.95,43.00,0.1012
resnet18,GradCAM,50,259,5,77.77,22.23,39.18,38.59,0.1012
resnet18,GradCAM,50,268,5,79.16,20.84,39.55,39.61,0.1012
resnet18,GradCAM,50,270,7,56.53,43.47,29.19,27.34,0.1012
resnet18,GradCAM,50,271,7,67.41,32.59,32.98,34.44,0.1012
resnet18,GradCAM,50,279,2,79.01,20.99,39.84,39.17,0.1012
resnet18,GradCAM,50,287,5,83.67,16.33,41.77,41.90,0.1012
resnet18,GradCAM,50,290,5,82.32,17.68,41.12,41.19,0.1012
resnet18,GradCAM,50,296,5,82.59,17.41,41.16,41.43,0.1012
resnet18,GradCAM,50,299,2,87.39,12.61,43.69,43.69,0.1012
resnet18,GradCAM,50,303,1,100.00,0.00,100.00,0.00,0.1012
resnet18,GradCAM,50,317,5,82.13,17.87,40.56,41.57,0.1012
resnet18,GradCAM,50,322,5,66.98,33.02,32.59,34.39,0.1012
resnet18,GradCAM,50,336,7,60.16,39.84,33.63,26.53,0.1012
resnet18,GradCAM,50,337,7,64.07,35.93,32.12,31.94,0.1012
resnet18,GradCAM,50,339,5,90.72,9.28,45.43,45.29,0.1012
resnet18,GradCAM,50,340,2,77.79,22.21,39.05,38.74,0.1012
resnet18,GradCAM,50,344,5,78.66,21.34,39.49,39.17,0.1012
resnet18,GradCAM,50,345,5,79.74,20.26,39.98,39.76,0.1012
resnet18,GradCAM,50,353,7,39.12,60.88,24.82,14.29,0.1012
resnet18,GradCAM,50,354,7,77.99,22.01,38.90,39.09,0.1012
resnet18,GradCAM,50,357,5,81.22,18.78,40.48,40.75,0.1012
resnet18,GradCAM,50,361,2,89.08,10.92,44.45,44.63,0.1012
resnet18,GradCAM,50,363,4,43.85,56.15,43.85,0.00,0.1012
resnet18,GradCAM,50,365,2,63.79,36.21,32.25,31.54,0.1012
resnet18,GradCAM,50,367,2,63.87,36.13,32.74,31.13,0.1012
resnet18,GradCAM,50,368,7,36.90,63.10,15.20,21.70,0.1012
resnet18,GradCAM,50,371,7,77.24,22.76,38.77,38.48,0.1012
resnet18,GradCAM,50,378,5,84.31,15.69,42.47,41.83,0.1012
resnet18,GradCAM,50,389,5,78.71,21.29,39.49,39.23,0.1012
resnet18,GradCAM,50,390,3,100.00,0.00,100.00,0.00,0.1012
resnet18,GradCAM,50,396,5,83.22,16.78,41.61,41.61,0.1012
resnet18,GradCAM,50,398,7,39.85,60.15,23.60,16.25,0.1012
resnet18,GradCAM,50,406,5,83.22,16.78,41.46,41.75,0.1012
resnet18,GradCAM,50,410,5,81.09,18.91,40.50,40.59,0.1012
resnet18,GradCAM,50,411,5,78.69,21.31,39.07,39.61,0.1012
resnet18,GradCAM,50,415,5,80.30,19.70,40.19,40.11,0.1012
resnet18,GradCAM,50,418,7,36.58,63.42,29.06,7.52,0.1012
resnet18,GradCAM,50,420,4,80.56,19.44,41.81,38.75,0.1012
resnet18,GradCAM,50,423,5,82.03,17.97,41.12,40.91,0.1012
resnet18,GradCAM,50,424,5,82.18,17.82,41.25,40.93,0.1012
resnet18,GradCAM,25,3,7,69.63,30.37,11.37,58.25,0.1012
resnet18,GradCAM,25,5,7,76.98,23.02,12.78,64.19,0.1012
resnet18,GradCAM,25,7,5,75.89,24.11,14.33,61.56,0.1012
resnet18,GradCAM,25,11,7,49.57,50.43,0.00,49.57,0.1012
resnet18,GradCAM,25,15,5,82.47,17.53,16.75,65.73,0.1012
resnet18,GradCAM,25,2,6,100.00,0.00,100.00,0.00,0.1012
resnet18,GradCAM,25,5,0,100.00,0.00,100.00,0.00,0.1012
resnet18,GradCAM,25,6,5,86.60,13.40,18.72,67.88,0.1012
resnet18,GradCAM,25,8,5,89.81,10.19,19.85,69.96,0.1012
resnet18,GradCAM,25,15,5,90.10,9.90,20.17,69.93,0.1012
resnet18,GradCAM,25,22,1,100.00,0.00,100.00,0.00,0.1012
resnet18,GradCAM,25,24,5,88.45,11.55,19.55,68.91,0.1012
resnet18,GradCAM,25,29,7,34.59,65.41,0.00,34.59,0.1012
resnet18,GradCAM,25,30,5,76.86,23.14,12.86,64.00,0.1012
resnet18,GradCAM,25,35,7,46.98,53.02,2.41,44.58,0.1012
resnet18,GradCAM,25,36,7,50.60,49.40,1.47,49.13,0.1012
resnet18,GradCAM,25,44,5,75.46,24.54,13.19,62.27,0.1012
resnet18,GradCAM,25,51,5,74.11,25.89,12.85,61.26,0.1012
resnet18,GradCAM,25,63,5,90.38,9.62,20.27,70.11,0.1012
resnet18,GradCAM,25,69,5,76.97,23.03,14.05,62.92,0.1012
resnet18,GradCAM,25,74,2,92.42,7.58,21.29,71.12,0.1012
resnet18,GradCAM,25,78,1,100.00,0.00,100.00,0.00,0.1012
resnet18,GradCAM,25,80,7,42.24,57.76,0.11,42.13,0.1012
resnet18,GradCAM,25,84,0,100.00,0.00,100.00,0.00,0.1012
resnet18,GradCAM,25,89,4,61.03,38.97,6.03,55.00,0.1012
resnet18,GradCAM,25,93,7,53.75,46.25,2.84,50.92,0.1012
resnet18,GradCAM,25,94,7,51.94,48.06,1.16,50.77,0.1012
resnet18,GradCAM,25,95,7,64.93,35.07,7.88,57.05,0.1012
resnet18,GradCAM,25,96,5,89.21,10.79,19.66,69.54,0.1012
resnet18,GradCAM,25,97,7,57.62,42.38,5.20,52.42,0.1012
resnet18,GradCAM,25,101,7,77.19,22.81,13.68,63.52,0.1012
resnet18,GradCAM,25,106,3,19.33,80.67,19.33,0.00,0.1012
resnet18,GradCAM,25,115,5,84.37,15.63,17.55,66.82,0.1012
resnet18,GradCAM,25,120,5,81.39,18.61,16.42,64.97,0.1012
resnet18,GradCAM,25,125,2,69.58,30.42,10.31,59.27,0.1012
resnet18,GradCAM,25,128,7,51.03,48.97,1.25,49.78,0.1012
resnet18,GradCAM,25,129,5,90.58,9.42,20.40,70.17,0.1012
resnet18,GradCAM,25,130,5,86.12,13.88,18.32,67.80,0.1012
resnet18,GradCAM,25,133,2,87.94,12.06,19.07,68.87,0.1012
resnet18,GradCAM,25,135,5,71.09,28.91,10.86,60.23,0.1012
resnet18,GradCAM,25,142,5,81.67,18.33,16.15,65.53,0.1012
resnet18,GradCAM,25,148,5,81.82,18.18,16.38,65.45,0.1012
resnet18,GradCAM,25,152,7,86.03,13.97,17.60,68.43,0.1012
resnet18,GradCAM,25,153,0,100.00,0.00,100.00,0.00,0.1012
resnet18,GradCAM,25,158,2,90.23,9.77,20.53,69.70,0.1012
resnet18,GradCAM,25,161,5,85.68,14.32,18.19,67.50,0.1012
resnet18,GradCAM,25,162,6,100.00,0.00,100.00,0.00,0.1012
resnet18,GradCAM,25,163,5,85.16,14.84,17.90,67.26,0.1012
resnet18,GradCAM,25,165,5,87.88,12.12,19.02,68.86,0.1012
resnet18,GradCAM,25,168,7,63.13,36.87,6.05,57.09,0.1012
resnet18,GradCAM,25,169,4,68.50,31.50,10.04,58.46,0.1012
resnet18,GradCAM,25,170,4,67.64,32.36,6.58,61.06,0.1012
resnet18,GradCAM,25,174,6,100.00,0.00,100.00,0.00,0.1012
resnet18,GradCAM,25,180,4,50.00,50.00,8.42,41.58,0.1012
resnet18,GradCAM,25,185,5,94.53,5.47,22.30,72.23,0.1012
resnet18,GradCAM,25,186,3,100.00,0.00,100.00,0.00,0.1012
resnet18,GradCAM,25,194,5,88.43,11.57,19.28,69.15,0.1012
resnet18,GradCAM,25,203,7,55.95,44.05,3.87,52.08,0.1012
resnet18,GradCAM,25,220,4,59.11,40.89,6.69,52.42,0.1012
resnet18,GradCAM,25,229,2,94.16,5.84,22.15,72.01,0.1012
resnet18,GradCAM,25,230,5,88.42,11.58,19.13,69.28,0.1012
resnet18,GradCAM,25,249,7,64.56,35.44,7.17,57.39,0.1012
resnet18,GradCAM,25,253,5,83.52,16.48,16.91,66.61,0.1012
resnet18,GradCAM,25,255,5,76.50,23.50,14.92,61.59,0.1012
resnet18,GradCAM,25,258,5,91.55,8.45,20.81,70.74,0.1012
resnet18,GradCAM,25,259,5,72.84,27.16,11.09,61.76,0.1012
resnet18,GradCAM,25,268,5,84.80,15.20,17.85,66.96,0.1012
resnet18,GradCAM,25,270,7,52.74,47.26,0.38,52.35,0.1012
resnet18,GradCAM,25,271,7,60.91,39.09,5.47,55.44,0.1012
resnet18,GradCAM,25,279,2,87.00,13.00,18.69,68.32,0.1012
resnet18,GradCAM,25,287,5,83.87,16.13,17.31,66.56,0.1012
resnet18,GradCAM,25,290,5,81.43,18.57,16.22,65.20,0.1012
resnet18,GradCAM,25,296,5,89.40,10.60,20.07,69.33,0.1012
resnet18,GradCAM,25,299,2,91.44,8.56,20.84,70.60,0.1012
resnet18,GradCAM,25,303,1,17.19,82.81,17.19,0.00,0.1012
resnet18,GradCAM,25,317,5,85.86,14.14,18.25,67.61,0.1012
resnet18,GradCAM,25,322,5,74.89,25.11,13.52,61.37,0.1012
resnet18,GradCAM,25,336,7,75.21,24.79,12.71,62.50,0.1012
resnet18,GradCAM,25,337,7,79.52,20.48,14.37,65.15,0.1012
resnet18,GradCAM,25,339,5,94.36,5.64,22.13,72.22,0.1012
resnet18,GradCAM,25,340,2,85.64,14.36,18.04,67.60,0.1012
resnet18,GradCAM,25,344,5,80.26,19.74,15.55,64.71,0.1012
resnet18,GradCAM,25,345,5,78.70,21.30,15.53,63.17,0.1012
resnet18,GradCAM,25,353,7,64.73,35.27,9.18,55.55,0.1012
resnet18,GradCAM,25,354,7,81.43,18.57,15.86,65.57,0.1012
resnet18,GradCAM,25,357,5,82.66,17.34,16.60,66.06,0.1012
resnet18,GradCAM,25,361,2,92.68,7.32,21.24,71.44,0.1012
resnet18,GradCAM,25,363,4,9.72,90.28,9.72,0.00,0.1012
resnet18,GradCAM,25,365,2,74.78,25.22,14.00,60.78,0.1012
resnet18,GradCAM,25,367,2,78.92,21.08,14.63,64.28,0.1012
resnet18,GradCAM,25,368,7,52.24,47.76,1.31,50.94,0.1012
resnet18,GradCAM,25,371,7,87.03,12.97,18.78,68.26,0.1012
resnet18,GradCAM,25,378,5,87.54,12.46,19.04,68.49,0.1012
resnet18,GradCAM,25,389,5,72.80,27.20,12.43,60.37,0.1012
resnet18,GradCAM,25,390,3,22.69,77.31,22.69,0.00,0.1012
resnet18,GradCAM,25,396,5,81.00,19.00,15.82,65.18,0.1012
resnet18,GradCAM,25,398,7,57.99,42.01,5.19,52.80,0.1012
resnet18,GradCAM,25,406,5,86.98,13.02,18.92,68.06,0.1012
resnet18,GradCAM,25,410,5,86.22,13.78,18.03,68.20,0.1012
resnet18,GradCAM,25,411,5,79.17,20.83,14.47,64.70,0.1012
resnet18,GradCAM,25,415,5,82.56,17.44,16.76,65.79,0.1012
resnet18,GradCAM,25,418,7,86.62,13.38,17.83,68.79,0.1012
resnet18,GradCAM,25,420,4,76.02,23.98,12.71,63.32,0.1012
resnet18,GradCAM,25,423,5,81.25,18.75,16.11,65.14,0.1012
resnet18,GradCAM,25,424,5,86.50,13.50,18.47,68.03,0.1012
resnet18,GradCAM,5,3,7,87.57,12.43,0.00,87.57,0.1012
resnet18,GradCAM,5,5,7,91.59,8.41,1.00,90.59,0.1012
resnet18,GradCAM,5,7,5,95.55,4.45,2.75,92.79,0.1012
resnet18,GradCAM,5,11,7,86.52,13.48,0.00,86.52,0.1012
resnet18,GradCAM,5,15,5,95.23,4.77,2.70,92.53,0.1012
resnet18,GradCAM,5,2,6,100.00,0.00,100.00,0.00,0.1012
resnet18,GradCAM,5,5,0,100.00,0.00,100.00,0.00,0.1012
resnet18,GradCAM,5,6,5,95.81,4.19,3.08,92.73,0.1012
resnet18,GradCAM,5,8,5,94.43,5.57,2.36,92.08,0.1012
resnet18,GradCAM,5,15,5,97.47,2.53,3.76,93.71,0.1012
resnet18,GradCAM,5,22,1,0.54,99.46,0.54,0.00,0.1012
resnet18,GradCAM,5,24,5,96.00,4.00,3.07,92.93,0.1012
resnet18,GradCAM,5,29,7,86.23,13.77,0.00,86.23,0.1012
resnet18,GradCAM,5,30,5,94.00,6.00,2.09,91.91,0.1012
resnet18,GradCAM,5,35,7,86.43,13.57,0.00,86.43,0.1012
resnet18,GradCAM,5,36,7,84.52,15.48,0.00,84.52,0.1012
resnet18,GradCAM,5,44,5,94.52,5.48,2.29,92.23,0.1012
resnet18,GradCAM,5,51,5,93.81,6.19,2.01,91.80,0.1012
resnet18,GradCAM,5,63,5,96.59,3.41,3.35,93.24,0.1012
resnet18,GradCAM,5,69,5,94.16,5.84,2.08,92.08,0.1012
resnet18,GradCAM,5,74,2,96.62,3.38,3.37,93.25,0.1012
resnet18,GradCAM,5,78,1,100.00,0.00,100.00,0.00,0.1012
resnet18,GradCAM,5,80,7,84.49,15.51,0.00,84.49,0.1012
resnet18,GradCAM,5,84,0,100.00,0.00,100.00,0.00,0.1012
resnet18,GradCAM,5,89,4,88.53,11.47,0.00,88.53,0.1012
resnet18,GradCAM,5,93,7,84.29,15.71,0.00,84.29,0.1012
resnet18,GradCAM,5,94,7,85.99,14.01,0.00,85.99,0.1012
resnet18,GradCAM,5,95,7,87.07,12.93,0.00,87.07,0.1012
resnet18,GradCAM,5,96,5,95.58,4.42,2.86,92.72,0.1012
resnet18,GradCAM,5,97,7,84.91,15.09,0.00,84.91,0.1012
resnet18,GradCAM,5,101,7,88.85,11.15,0.00,88.85,0.1012
resnet18,GradCAM,5,106,3,91.40,8.60,0.95,90.45,0.1012
resnet18,GradCAM,5,115,5,94.39,5.61,2.41,91.99,0.1012
resnet18,GradCAM,5,120,5,94.93,5.07,2.61,92.32,0.1012
resnet18,GradCAM,5,125,2,88.81,11.19,0.15,88.66,0.1012
resnet18,GradCAM,5,128,7,83.59,16.41,0.00,83.59,0.1012
resnet18,GradCAM,5,129,5,96.55,3.45,3.29,93.26,0.1012
resnet18,GradCAM,5,130,5,91.78,8.22,1.26,90.52,0.1012
resnet18,GradCAM,5,133,2,95.30,4.70,2.78,92.52,0.1012
resnet18,GradCAM,5,135,5,93.81,6.19,1.88,91.94,0.1012
resnet18,GradCAM,5,142,5,95.35,4.65,2.85,92.49,0.1012
resnet18,GradCAM,5,148,5,93.27,6.73,1.85,91.41,0.1012
resnet18,GradCAM,5,152,7,94.29,5.71,2.14,92.15,0.1012
resnet18,GradCAM,5,153,0,100.00,0.00,100.00,0.00,0.1012
resnet18,GradCAM,5,158,2,97.84,2.16,3.94,93.90,0.1012
resnet18,GradCAM,5,161,5,95.16,4.84,2.74,92.42,0.1012
resnet18,GradCAM,5,162,6,100.00,0.00,100.00,0.00,0.1012
resnet18,GradCAM,5,163,5,89.58,10.42,0.00,89.58,0.1012
resnet18,GradCAM,5,165,5,94.15,5.85,2.22,91.93,0.1012
resnet18,GradCAM,5,168,7,85.32,14.68,0.00,85.32,0.1012
resnet18,GradCAM,5,169,4,86.59,13.41,0.00,86.59,0.1012
resnet18,GradCAM,5,170,4,88.46,11.54,0.09,88.37,0.1012
resnet18,GradCAM,5,174,6,96.19,3.81,3.05,93.14,0.1012
resnet18,GradCAM,5,180,4,89.23,10.77,0.00,89.23,0.1012
resnet18,GradCAM,5,185,5,97.14,2.86,3.57,93.57,0.1012
resnet18,GradCAM,5,186,3,85.74,14.26,0.36,85.38,0.1012
resnet18,GradCAM,5,194,5,96.83,3.17,3.47,93.36,0.1012
resnet18,GradCAM,5,203,7,86.25,13.75,0.00,86.25,0.1012
resnet18,GradCAM,5,220,4,89.72,10.28,0.00,89.72,0.1012
resnet18,GradCAM,5,229,2,96.92,3.08,3.49,93.44,0.1012
resnet18,GradCAM,5,230,5,95.45,4.55,2.71,92.74,0.1012
resnet18,GradCAM,5,249,7,89.01,10.99,0.57,88.43,0.1012
resnet18,GradCAM,5,253,5,94.20,5.80,2.41,91.79,0.1012
resnet18,GradCAM,5,255,5,94.71,5.29,2.55,92.16,0.1012
resnet18,GradCAM,5,258,5,96.30,3.70,3.27,93.02,0.1012
resnet18,GradCAM,5,259,5,90.40,9.60,0.32,90.08,0.1012
resnet18,GradCAM,5,268,5,93.67,6.33,2.10,91.58,0.1012
resnet18,GradCAM,5,270,7,86.33,13.67,0.00,86.33,0.1012
resnet18,GradCAM,5,271,7,84.84,15.16,0.00,84.84,0.1012
resnet18,GradCAM,5,279,2,96.20,3.80,3.08,93.11,0.1012
resnet18,GradCAM,5,287,5,94.72,5.28,2.49,92.24,0.1012
resnet18,GradCAM,5,290,5,94.74,5.26,2.55,92.19,0.1012
resnet18,GradCAM,5,296,5,94.05,5.95,2.18,91.86,0.1012
resnet18,GradCAM,5,299,2,95.61,4.39,2.90,92.71,0.1012
resnet18,GradCAM,5,303,1,86.06,13.94,0.00,86.06,0.1012
resnet18,GradCAM,5,317,5,95.05,4.95,2.64,92.42,0.1012
resnet18,GradCAM,5,322,5,95.40,4.60,2.74,92.67,0.1012
resnet18,GradCAM,5,336,7,88.00,12.00,0.02,87.98,0.1012
resnet18,GradCAM,5,337,7,90.67,9.33,0.67,90.00,0.1012
resnet18,GradCAM,5,339,5,98.09,1.91,4.06,94.03,0.1012
resnet18,GradCAM,5,340,2,92.94,7.06,1.70,91.24,0.1012
resnet18,GradCAM,5,344,5,95.74,4.26,2.87,92.87,0.1012
resnet18,GradCAM,5,345,5,94.73,5.27,2.53,92.21,0.1012
resnet18,GradCAM,5,353,7,86.26,13.74,0.00,86.26,0.1012
resnet18,GradCAM,5,354,7,94.89,5.11,2.25,92.64,0.1012
resnet18,GradCAM,5,357,5,95.18,4.82,2.63,92.55,0.1012
resnet18,GradCAM,5,361,2,96.50,3.50,3.21,93.29,0.1012
resnet18,GradCAM,5,363,4,85.47,14.53,0.00,85.47,0.1012
resnet18,GradCAM,5,365,2,91.57,8.43,1.06,90.51,0.1012
resnet18,GradCAM,5,367,2,91.79,8.21,1.27,90.52,0.1012
resnet18,GradCAM,5,368,7,86.91,13.09,0.00,86.91,0.1012
resnet18,GradCAM,5,371,7,94.65,5.35,2.27,92.38,0.1012
resnet18,GradCAM,5,378,5,96.13,3.87,3.13,93.00,0.1012
resnet18,GradCAM,5,389,5,94.84,5.16,2.29,92.55,0.1012
resnet18,GradCAM,5,390,3,90.84,9.16,0.00,90.84,0.1012
resnet18,GradCAM,5,396,5,94.49,5.51,2.35,92.15,0.1012
resnet18,GradCAM,5,398,7,86.90,13.10,0.00,86.90,0.1012
resnet18,GradCAM,5,406,5,95.57,4.43,2.84,92.73,0.1012
resnet18,GradCAM,5,410,5,95.09,4.91,2.65,92.44,0.1012
resnet18,GradCAM,5,411,5,93.99,6.01,2.06,91.93,0.1012
resnet18,GradCAM,5,415,5,94.80,5.20,2.40,92.40,0.1012
resnet18,GradCAM,5,418,7,91.91,8.09,0.66,91.25,0.1012
resnet18,GradCAM,5,420,4,91.04,8.96,0.77,90.27,0.1012
resnet18,GradCAM,5,423,5,94.44,5.56,2.24,92.20,0.1012
resnet18,GradCAM,5,424,5,95.46,4.54,2.87,92.59,0.1012
resnet18,IntegratedGradients,50,3,7,8.21,91.79,2.36,5.85,0.1012
resnet18,IntegratedGradients,50,5,7,11.56,88.44,4.07,7.49,0.1012
resnet18,IntegratedGradients,50,7,5,3.74,96.26,0.17,3.57,0.1012
resnet18,IntegratedGradients,50,11,7,6.34,93.66,0.73,5.61,0.1012
resnet18,IntegratedGradients,50,15,5,2.77,97.23,0.12,2.66,0.1012
resnet18,IntegratedGradients,50,2,6,20.51,79.49,2.89,17.61,0.1012
resnet18,IntegratedGradients,50,5,0,5.26,94.74,0.24,5.01,0.1012
resnet18,IntegratedGradients,50,6,5,3.33,96.67,0.14,3.19,0.1012
resnet18,IntegratedGradients,50,8,5,3.00,97.00,0.07,2.93,0.1012
resnet18,IntegratedGradients,50,15,5,8.04,91.96,0.64,7.40,0.1012
resnet18,IntegratedGradients,50,22,1,38.75,61.25,13.33,25.42,0.1012
resnet18,IntegratedGradients,50,24,5,4.17,95.83,0.31,3.86,0.1012
resnet18,IntegratedGradients,50,29,7,9.29,90.71,3.80,5.49,0.1012
resnet18,IntegratedGradients,50,30,5,5.07,94.93,0.21,4.86,0.1012
resnet18,IntegratedGradients,50,35,7,18.59,81.41,10.55,8.05,0.1012
resnet18,IntegratedGradients,50,36,7,4.51,95.49,0.00,4.51,0.1012
resnet18,IntegratedGradients,50,44,5,3.71,96.29,0.18,3.53,0.1012
resnet18,IntegratedGradients,50,51,5,2.76,97.24,0.20,2.56,0.1012
resnet18,IntegratedGradients,50,63,5,5.32,94.68,0.25,5.07,0.1012
resnet18,IntegratedGradients,50,69,5,2.71,97.29,0.13,2.58,0.1012
resnet18,IntegratedGradients,50,74,2,12.18,87.82,1.99,10.18,0.1012
resnet18,IntegratedGradients,50,78,1,5.01,94.99,0.74,4.27,0.1012
resnet18,IntegratedGradients,50,80,7,9.89,90.11,4.49,5.40,0.1012
resnet18,IntegratedGradients,50,84,0,5.06,94.94,0.14,4.92,0.1012
resnet18,IntegratedGradients,50,89,4,4.11,95.89,0.05,4.07,0.1012
resnet18,IntegratedGradients,50,93,7,19.92,80.08,8.86,11.06,0.1012
resnet18,IntegratedGradients,50,94,7,6.47,93.53,0.65,5.82,0.1012
resnet18,IntegratedGradients,50,95,7,9.87,90.13,0.12,9.75,0.1012
resnet18,IntegratedGradients,50,96,5,3.55,96.45,0.04,3.51,0.1012
resnet18,IntegratedGradients,50,97,7,5.26,94.74,0.11,5.16,0.1012
resnet18,IntegratedGradients,50,101,7,5.20,94.80,0.25,4.95,0.1012
resnet18,IntegratedGradients,50,106,3,7.22,92.78,1.90,5.32,0.1012
resnet18,IntegratedGradients,50,115,5,9.83,90.17,0.61,9.22,0.1012
resnet18,IntegratedGradients,50,120,5,3.12,96.88,0.18,2.94,0.1012
resnet18,IntegratedGradients,50,125,2,7.92,92.08,0.70,7.23,0.1012
resnet18,IntegratedGradients,50,128,7,9.58,90.42,3.56,6.02,0.1012
resnet18,IntegratedGradients,50,129,5,31.42,68.58,27.29,4.13,0.1012
resnet18,IntegratedGradients,50,130,5,4.65,95.35,0.75,3.90,0.1012
resnet18,IntegratedGradients,50,133,2,7.47,92.53,1.17,6.30,0.1012
resnet18,IntegratedGradients,50,135,5,3.28,96.72,0.20,3.08,0.1012
resnet18,IntegratedGradients,50,142,5,3.03,96.97,0.10,2.94,0.1012
resnet18,IntegratedGradients,50,148,5,3.37,96.63,0.08,3.29,0.1012
resnet18,IntegratedGradients,50,152,7,14.70,85.30,5.61,9.09,0.1012
resnet18,IntegratedGradients,50,153,0,25.36,74.64,2.76,22.59,0.1012
resnet18,IntegratedGradients,50,158,2,14.15,85.85,2.10,12.05,0.1012
resnet18,IntegratedGradients,50,161,5,3.23,96.77,0.09,3.14,0.1012
resnet18,IntegratedGradients,50,162,6,13.19,86.81,4.03,9.15,0.1012
resnet18,IntegratedGradients,50,163,5,9.41,90.59,0.16,9.25,0.1012
